titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Chalet du parc Oscar","https://montreal.ca/lieux/chalet-du-parc-oscar","Le chalet offre une halte toilettes et une aire de détente.ORGANISMES PRÉSENTS SUR PLACE :Cercle des Fermières de Montréal-Nord","2021-02-11","2022-01-28","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:09:00, fermeture:21:00,Mardi, ouverture:09:00, fermeture:20:30,Mercredi, ouverture:09:00, fermeture:17:30,Jeudi, ouverture:09:00, fermeture:17:30,Vendredi, ouverture:13:00, fermeture:16:00,Samedi, ouverture:09:00, fermeture:15:00]","Selon les conditions","","","","","Chalet du parc Oscar","10660, boulevard Saint-Michel",,"H1H5H6","Montréal",-73.648312132798,45.582309033167,293226.3,5049166.5
"Chalet du parc Ottawa","https://montreal.ca/lieux/chalet-du-parc-ottawa","Le chalet offre une halte toilettes et une aire de détente.ORGANISMES PRÉSENTS SUR PLACE :Club de l’âge d’or du parc Ottawa","2021-02-11","2023-10-18","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire des organismes sur place [Lundi, ouverture:11:00, fermeture:17:00Lundi, ouverture:19:00, fermeture:22:00,Mardi, ouverture:11:00, fermeture:17:00Mardi, ouverture:19:00, fermeture:22:00,Mercredi, ouverture:11:00, fermeture:17:00Mercredi, ouverture:19:00, fermeture:22:00,Jeudi, ouverture:11:00, fermeture:17:00Jeudi, ouverture:19:00, fermeture:22:00,Vendredi, ouverture:11:00, fermeture:17:00Vendredi, ouverture:19:00, fermeture:22:00]","Horaire variable et sujet à changement","","","","","Chalet du parc Ottawa","10400, avenue de Belleville",,"H1H4Z7","Montréal",-73.630250137292,45.606953473828,294640.2,5051902.8
"Chalet du parc Pilon","https://montreal.ca/lieux/chalet-du-parc-pilon","Le chalet offre une halte toilettes et une aire de détente.ORGANISMES PRÉSENTS SUR PLACE :Club de l’âge d’or Italo-Québécois (514-328-4182)","2021-02-11","2023-10-18","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire des organismes sur place [Mercredi, ouverture:13:00, fermeture:17:00,Jeudi, ouverture:13:00, fermeture:17:00,Samedi, ouverture:13:00, fermeture:17:00]","Sujet à changement","","","","","Chalet du parc Pilon","11135, avenue des Récollets",,"H1H4G6","Montréal",-73.640807311974,45.593666912674,293814.1,5050427.6
"Chalet du parc Sabrevois","https://montreal.ca/lieux/chalet-du-parc-sabrevois","Le chalet offre une halte toilettes et une aire de détente.","2021-02-11","2023-10-18","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Sabrevois","10110, avenue des Récollets",,"H1H 3Z1","Montréal",-73.633007448159,45.58335827769,294420.8,5049281
"Chalet du parc Sauvé","https://montreal.ca/lieux/chalet-du-parc-sauve","Le chalet offre une halte toilettes et une aire de détente.","2021-02-11","2022-01-28","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Fermeture temporaire"," Horaire [Lundi, ouverture:14:00, fermeture:23:00,Mardi, ouverture:14:00, fermeture:23:00,Mercredi, ouverture:14:00, fermeture:23:00,Jeudi, ouverture:14:00, fermeture:23:00,Vendredi, ouverture:09:00, fermeture:17:30,Samedi, ouverture:09:00, fermeture:17:30,Dimanche, ouverture:09:00, fermeture:17:30]","Selon les conditions","","","","","Chalet du parc Sauvé","11440, avenue Éthier",,"H1H 3M6","Montréal",-73.635764759026,45.599387275543,294208.6,5051062.7
"Chalet du parc Tardif","https://montreal.ca/lieux/chalet-du-parc-tardif","Le chalet offre une halte toilettes et une aire de détente.","2021-02-11","2023-10-18","Montréal-Nord","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Tardif","6455, rue Tardif",,"H1G 6K5","Montréal",-73.616737168275,45.617958996425,295696,5053124.3
"Chalet du parc Étienne-Desmarteau","https://montreal.ca/lieux/chalet-du-parc-etienne-desmarteau","Le chalet offre une halte toilettes et une aire de détente.","2021-02-12","2023-05-10","Rosemont–La Petite-Patrie","Parc et jardins","Chalet","","Produits menstruels gratuits","","Culture et sports","Ouvert"," Horaire [Lundi, ouverture:09:00, fermeture:21:00,Mardi, ouverture:09:00, fermeture:21:00,Mercredi, ouverture:09:00, fermeture:21:00,Jeudi, ouverture:09:00, fermeture:21:00,Vendredi, ouverture:09:00, fermeture:21:00,Samedi, ouverture:09:00, fermeture:21:00,Dimanche, ouverture:09:00, fermeture:21:00]","","","","","","Chalet du parc Étienne-Desmarteau","rue Beaubien Est",,"H1X1P2","Montréal",-73.581412554785,45.559737714614,298444.3,5046650.6
"Chalet du parc Joseph-Paré","https://montreal.ca/lieux/chalet-du-parc-joseph-pare","Le chalet offre une halte toilettes et une aire de détente.","2021-02-12","2023-05-10","Rosemont–La Petite-Patrie","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Heures d'ouverture [Lundi, ouverture:09:00, fermeture:21:00,Mardi, ouverture:09:00, fermeture:21:00,Mercredi, ouverture:09:00, fermeture:21:00,Jeudi, ouverture:09:00, fermeture:21:00,Vendredi, ouverture:09:00, fermeture:21:00,Samedi, ouverture:09:00, fermeture:21:00,Dimanche, ouverture:09:00, fermeture:21:00]","","","","","","Chalet du parc Joseph-Paré","43e Avenue",,"H1T2V2","Montréal",-73.570511978112,45.575082970921,299296.8,5048355.1
"Piste d'initiation au ski de fond du parc Delorme","https://montreal.ca/lieux/piste-dinitiation-au-ski-de-fond-du-parc-delorme","Vous débutez en ski de fond?Une piste d’initiation d’environ 1 km est tracée au parc Delorme pour vous permettre de vous initier à ce sport en pleine ville!Prêt d’équipement disponible au pavillon.","2021-02-12","2023-04-04","Saint-Léonard","Sportifs et récréatifs","Piste de ski","Ski de fond","","","Culture et sports","Fermeture saisonnière"," Horaire [Lundi, ouverture:06:00, fermeture:19:30,Mardi, ouverture:06:00, fermeture:19:30,Mercredi, ouverture:06:00, fermeture:19:30,Jeudi, ouverture:06:00, fermeture:19:30,Vendredi, ouverture:06:00, fermeture:19:30,Samedi, ouverture:06:00, fermeture:19:30,Dimanche, ouverture:06:00, fermeture:19:30]","Selon les conditions","","","","","Piste d'initiation au ski de fond du parc Delorme","6060 rue de Honfleur",,"H1P1N1","Montréal",-73.589076741571,45.591105705262,297849.9,5050137.2
"Chalet du parc Montcalm - Rosemont–La Petite-Patrie","https://montreal.ca/lieux/chalet-du-parc-montcalm-rosemont-la-petite-patrie","Le chalet offre une halte toilettes et une aire de détente.","2021-02-12","2022-11-18","Rosemont–La Petite-Patrie","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire du local La Place [Mardi, ouverture:10:00, fermeture:17:00,Mercredi, ouverture:10:00, fermeture:17:00,Jeudi, ouverture:10:00, fermeture:17:00,Vendredi, ouverture:10:00, fermeture:17:00]","","","","","","Chalet du parc Montcalm - Rosemont–La Petite-Patrie","6855 avenue Papineau",,"H2G2X4","Montréal",-73.601958196602,45.545952002998,296838.4,5045120.4
"Chalet du parc Léon-Provancher","https://montreal.ca/lieux/chalet-du-parc-leon-provancher","Le chalet offre une halte toilettes et une aire de détente.","2021-02-12","2023-05-10","Rosemont–La Petite-Patrie","Parc et jardins","Chalet","","","","Culture et sports","Fermeture permanente"," Horaire []","","","","","","Chalet du parc Léon-Provancher","5576, boulevard Pie-IX",,"H1X2B8","Montréal",-73.568001430474,45.55922732127,299491.2,5046592.9
"Chalet du parc Alexander","https://montreal.ca/lieux/chalet-du-parc-alexander","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2023-10-18","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Alexander","14899, rue Oakwood",,"H9H 1Y1","Montréal",-73.856448875383,45.47553118551,276931.4,5037351.2
"Chalet du parc Anderson","https://montreal.ca/lieux/chalet-du-parc-anderson","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2022-11-17","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Anderson","Rue Fox",,"","Montréal",-73.8458139114,45.500542805944,277774.8,5040127.2
"Chalet du parc de la Rive-Boisée","https://montreal.ca/lieux/chalet-du-parc-de-la-rive-boisee","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2023-10-18","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc de la Rive-Boisée","307, chemin de la Rive-Boisée",,"H8Z 3M2","Montréal",-73.853195350609,45.499008731954,277197.2,5039959.2
"Chalet du parc de Roxboro","https://montreal.ca/lieux/chalet-du-parc-de-roxboro","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2021-08-20","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc de Roxboro","10, 11e Rue",,"","Montréal",-73.802128208127,45.505743921272,281191,5040691.4
"Chalet du parc de Versailles","https://montreal.ca/lieux/chalet-du-parc-de-versailles","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2022-10-04","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Fermeture saisonnière"," Horaire []","Selon les conditions","","","","","Chalet du parc de Versailles","13207, rue Desjardins",,"H8Z1A8","Montréal",-73.848576586686,45.51181584891,277564.4,5041380.9
"Chalet du parc des Anciens-Combattants","https://montreal.ca/lieux/chalet-du-parc-des-anciens-combattants","Le chalet du parc des Anciens-Combattants est un lieu privilégié pour se détendre, profiter des attraits de la nature ou pratiquer des loisirs en plein air. Il offre une panoplie d’activités pour toute la famille, tel que la navigation sur embarcation nautique non motorisée, du volleyball de plage, un jeu de pétanque (bocce), un jeu de palet (shuffleboard), de l’entraînement dans l’une des deux stations Trekfit, un module de jeu pour les enfants. Les activités disponibles dans ce site enchanteur, avec une vue sur la rivière des Prairies, sont offertes à la population par l’entremise de l’organisme Guepe.","2021-02-15","2022-06-09","Pierrefonds-Roxboro","Parc et jardins","Chalet","","Appareils d'exercices,Aire de pique-nique,Circuit d'entraînement,Module de jeu pour enfants,Stationnement gratuit,Terrain de jeu de boules,Terrain de volleyball","","Culture et sports","Ouvert"," Horaire du Service de prêt d'équipement (du 22 août au 25 septembre) [Samedi, ouverture:10:00, fermeture:17:00,Dimanche, ouverture:10:00, fermeture:17:00]","Programmation disponible du 18 juin au 25 septembre,Programmation disponible du 18 juin au 25 septembre - Ouverture exceptionnelle le lundi 5 septembre de 10h a 17h","","","","","Chalet du parc des Anciens-Combattants","155, rue Rose ",,"H8Y 2B8","Montréal",-73.783640306435,45.509167433979,282637,5041066.6
"Chalet du parc George-Springate","https://montreal.ca/lieux/chalet-du-parc-george-springate","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2021-04-29","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc George-Springate","4788, rue Richmond",,"H9A 2Z2","Montréal",-73.846886795006,45.491548325383,277686.7,5039128
"Chalet du parc Louise-Deschênes","https://montreal.ca/lieux/chalet-du-parc-louise-deschenes","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2023-10-18","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Louise-Deschênes","5, 3e Rue",,"H8Y 1A4","Montréal",-73.813284080468,45.515424417485,280323.5,5041770.5
"Chalet du parc Riverdale","https://montreal.ca/lieux/chalet-du-parc-riverdale","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2023-10-18","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Riverdale"," 5060, boulevard des Sources",,"H8Y 3E4","Montréal",-73.823531560605,45.509573732346,279520.2,5041123.5
"Chalet du parc Thorndale","https://montreal.ca/lieux/chalet-du-parc-thorndale","Le chalet offre une halte toilettes et une aire de détente.","2021-02-15","2023-10-18","Pierrefonds-Roxboro","Parc et jardins","Chalet","","","","Culture et sports","Ouvert"," Horaire []","Selon les conditions","","","","","Chalet du parc Thorndale","Rue Thorndale",,"","Montréal",,,"",""
"Pavillon du parc Coubertin","https://montreal.ca/lieux/pavillon-du-parc-coubertin","Le pavillon du parc Coubertin est climatisé, et des toilettes ainsi qu’une table à langer sont accessibles.","2021-02-15","2023-09-20","Saint-Léonard","Parc et jardins","Chalet","","Air climatisé,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Sentier d'accès,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire d'été [Lundi, ouverture:09:00, fermeture:22:30,Mardi, ouverture:09:00, fermeture:22:30,Mercredi, ouverture:09:00, fermeture:22:30,Jeudi, ouverture:09:00, fermeture:22:30,Vendredi, ouverture:09:00, fermeture:22:30,Samedi, ouverture:09:30, fermeture:23:00,Dimanche, ouverture:09:30, fermeture:22:30]","","","","","","Pavillon du parc Coubertin","4755, rue Valéry",,"H1R1H9","Montréal",-73.610104322433,45.583856668192,296208.1,5049333.7
"Pavillon du parc Delorme","https://montreal.ca/lieux/pavillon-du-parc-delorme","Le pavillon du parc Delorme est climatisé. Des toilettes ainsi qu’une table à langer sont accessibles.","2021-02-15","2023-09-20","Saint-Léonard","Parc et jardins","Chalet","","Air climatisé,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Table de ping pong,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Entrée de plain-pied,Sentier d'accès,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire d'été [Lundi, ouverture:09:00, fermeture:22:30,Mardi, ouverture:09:00, fermeture:22:30,Mercredi, ouverture:09:00, fermeture:22:30,Jeudi, ouverture:09:00, fermeture:22:30,Vendredi, ouverture:09:00, fermeture:22:30,Samedi, ouverture:09:30, fermeture:22:30,Dimanche, ouverture:09:30, fermeture:22:30]","","","","numéro: 5148720311","","Pavillon du parc Delorme","6060, rue de Honfleur",,"","Montréal",-73.588021438561,45.590859067162,297932.2,5050109.7
"Pavillon du parc Ferland","https://montreal.ca/lieux/pavillon-du-parc-ferland","Le pavillon du parc Ferland est climatisé. Des toilettes ainsi qu’une table à langer sont accessibles.","2021-02-15","2023-09-20","Saint-Léonard","Parc et jardins","Chalet","","Air climatisé,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes","Adapté aux poussettes,Entrée de plain-pied,Rampe d'accès,Sentier d'accès,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire d'été [Lundi, ouverture:09:00, fermeture:22:30,Mardi, ouverture:09:00, fermeture:22:30,Mercredi, ouverture:09:00, fermeture:22:30,Jeudi, ouverture:09:00, fermeture:22:30,Vendredi, ouverture:09:00, fermeture:22:30,Samedi, ouverture:09:30, fermeture:22:30,Dimanche, ouverture:09:30, fermeture:22:30]","","","","numéro: 5148720311","","Pavillon du parc Ferland","6020, boulevard Lavoisier",,"H1P2Y9","Montréal",-73.598664443932,45.596849968701,297102.6,5050776.5
"Pavillon du parc Giuseppe-Garibaldi","https://montreal.ca/lieux/pavillon-du-parc-giuseppe-garibaldi","Le pavillon du parc Giuseppe-Garibaldi est climatisé. Des toilettes ainsi qu’une table à langer sont accessibles.","2021-02-16","2023-09-20","Saint-Léonard","Parc et jardins","Chalet","","Air climatisé,Dépôt de piles ou cellulaires,Fontaine d'eau potable,Stationnement gratuit,Support à vélo,Table à langer,Toilettes,Wi-Fi gratuit","Adapté aux poussettes,Ascenseur,Entrée de plain-pied,Sentier d'accès,Signalisation accessible,Stationnement accessible","Culture et sports","Ouvert"," Horaire d'été [Lundi, ouverture:09:00, fermeture:22:30,Mardi, ouverture:09:00, fermeture:22:30,Mercredi, ouverture:09:00, fermeture:22:30,Jeudi, ouverture:09:00, fermeture:22:30,Vendredi, ouverture:09:00, fermeture:22:30,Samedi, ouverture:09:30, fermeture:23:00,Dimanche, ouverture:09:30, fermeture:22:30]","","","","numéro: 5148720311","","Pavillon du parc Giuseppe-Garibaldi","7125, rue Liénart",,"H1S2X9","Montréal",-73.570340316735,45.586939860758,299311.4,5049672.8
